Time in UTC+01:00;X in mm/s;Y in mm/s;Z in mm/s
10.12.2023 23:59:54.78400;4,7796725993976E-05;0,000812544;0,0029156
10.12.2023 23:59:54.78500;4,7796725993976E-05;0,000836443;0,002652718
10.12.2023 23:59:54.78600;0,000334577;0,000454069;0,002796108
10.12.2023 23:59:54.78700;0,001194918;0,000382374;0,00305899
10.12.2023 23:59:54.78800;0,001553394;0,000525764;0,002652718
10.12.2023 23:59:54.78900;0,001218816;0,000454069;0,002796108
10.12.2023 23:59:54.79000;0,001051528;0,000836443;0,003226279
10.12.2023 23:59:54.79100;0,000382374;0,000932036;0,002867803
10.12.2023 23:59:54.79200;0,000334577;0,000430171;0,003417466
10.12.2023 23:59:54.79300;0,000836443;0,000788646;0,003919331
10.12.2023 23:59:54.79400;0,001194918;7,16950817150064E-05;0,003393568
10.12.2023 23:59:54.79500;0,002055259;-0,000573561;0,002891702
10.12.2023 23:59:54.79600;0,002270344;-2,39E-05;0,002079158
10.12.2023 23:59:54.79700;0,002174751;-0,000884239;0,001983564
10.12.2023 23:59:54.79800;0,002055259;-0,000836443;0,002007462
10.12.2023 23:59:54.79900;0,001481698;-0,00028678;0,001194918
10.12.2023 23:59:54.80000;0,001529495;-0,000740849;0,000334577
10.12.2023 23:59:54.80100;0,001840174;-0,000812544;-0,000693053
10.12.2023 23:59:54.80200;0,00262882;-0,001123223;-0,001410003
10.12.2023 23:59:54.80300;0,003250177;-0,001242715;-0,002365938
10.12.2023 23:59:54.80400;0,002891702;-0,001123223;-0,003321872
10.12.2023 23:59:54.80500;0,002963397;-0,001218816;-0,003393568
10.12.2023 23:59:54.80600;0,002413735;-0,00102763;-0,003847637
10.12.2023 23:59:54.80700;0,001696784;-0,001099325;-0,004923062
10.12.2023 23:59:54.80800;0,001768479;-0,001864072;-0,005090351
10.12.2023 23:59:54.80900;0,001577292;-0,002342039;-0,005424928
10.12.2023 23:59:54.81000;0,00131441;-0,002389836;-0,006619846
10.12.2023 23:59:54.81100;0,000979833;-0,002126954;-0,006811033
10.12.2023 23:59:54.81200;0,000716951;-0,001720682;-0,007193407
10.12.2023 23:59:54.81300;0,000215085;-0,00160119;-0,007958155
10.12.2023 23:59:54.81400;-0,00028678;-0,00174458;-0,008244935
10.12.2023 23:59:54.81500;-0,000669154;-0,002389836;-0,008818496
10.12.2023 23:59:54.81600;-0,000979833;-0,002700515;-0,008699004
10.12.2023 23:59:54.81700;-0,001003731;-0,002748312;-0,008388326
10.12.2023 23:59:54.81800;-0,001840174;-0,00305899;-0,009129174
10.12.2023 23:59:54.81900;-0,002509328;-0,002700515;-0,009535446
10.12.2023 23:59:54.82000;-0,002820007;-0,002365938;-0,009583243
10.12.2023 23:59:54.82100;-0,003250177;-0,002652718;-0,010443584
10.12.2023 23:59:54.82200;-0,003082889;-0,002891702;-0,010467483
10.12.2023 23:59:54.82300;-0,00305899;-0,002939499;-0,009702735
10.12.2023 23:59:54.82400;-0,003345771;-0,002676616;-0,009870023
10.12.2023 23:59:54.82500;-0,003991026;-0,002796108;-0,009392057
10.12.2023 23:59:54.82600;-0,004612384;-0,002843905;-0,008746801
10.12.2023 23:59:54.82700;-0,005185944;-0,002796108;-0,008651207
10.12.2023 23:59:54.82800;-0,005640014;-0,003465262;-0,007456289
10.12.2023 23:59:54.82900;-0,005329335;-0,003728145;-0,006333066
10.12.2023 23:59:54.83000;-0,005424928;-0,003967128;-0,00554442
10.12.2023 23:59:54.83100;-0,005568319;-0,00423001;-0,004253909
10.12.2023 23:59:54.83200;-0,005663912;-0,004182213;-0,003226279
10.12.2023 23:59:54.83300;-0,006333066;-0,004182213;-0,002270344
10.12.2023 23:59:54.83400;-0,006548151;-0,004206112;-0,000716951
10.12.2023 23:59:54.83500;-0,00657205;-0,004468994;0,000525764
10.12.2023 23:59:54.83600;-0,006667643;-0,004731876;0,00131441
10.12.2023 23:59:54.83700;-0,006356965;-0,005042555;0,002724413
10.12.2023 23:59:54.83800;-0,006476456;-0,004731876;0,003513059
10.12.2023 23:59:54.83900;-0,006978322;-0,004182213;0,00408662
10.12.2023 23:59:54.84000;-0,007432391;-0,003847637;0,005640014
10.12.2023 23:59:54.84100;-0,007432391;-0,003106787;0,006141879
10.12.2023 23:59:54.84200;-0,007097813;-0,002820007;0,006643745
10.12.2023 23:59:54.84300;-0,006978322;-0,002557125;0,007408492
10.12.2023 23:59:54.84400;-0,006309167;-0,002055259;0,007169508
10.12.2023 23:59:54.84500;-0,006094082;-0,00160119;0,007312899
